Órgão;Fornecedor;CNPJ;Objeto;Valor (R$);Modalidade;Contrato;Data de Assinatura;Vigência(Dias);Licitação
PLANEJAMENTO, ORÇAMENTO E GESTÃO;UNITRANSP - COOP. INTERMODAL DE TRANSP.  AUTÔNOM;03.224.840/0001-26;PRESTAÇÃO DE SERVIÇO ESPECIALIZADO NO TRANSPORTE COM CAMINHÕES TIPO BAÚ, COM CAPACIDADE DE CARGA DE 6 A 8 TONELADAS, COM 01(UM) MOTORISTA E 01(UM) AJUDANTE POR CAMINHÃO.;392.000,00;PREGÃO EXTRATO DE CONTRATO;;1/6/2006;30;036/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;LOCCAR LOCADORA DE VEÍCULOS LTDA;01.512.027/0001-26;CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO ESPECIALIZADO COM VEÍCULO DE TRANSPORTE DE CARGAS - TIPO D-1 - TIPO VAN OU MINIVAN, COM 01(UM) MOTORISTA, PARA TRANSPORTE DE GÊNEROS ALIMENTÍCIOS.;260.325,00;PREGÃO EXTRATO DE CONTRATO;;12/7/2006;43;037/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;LOCCAR LOCADORA DE VEÍCULOS LTDA;01.512.027/0001-26;CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO ESPECIALIZADO COM VEÍCULO DE TRANSPORTE DE CARGAS - TIPO D-1 - TIPO VAN OU MINIVAN, COM 01(UM) MOTORISTA, PARA TRANSPORTE DE GÊNEROS ALIMENTÍCIOS.;114.142,50;PREGÃO EXTRATO DE CONTRATO;;1/9/2006;30;037/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;LOCCAR LOCADORA DE VEÍCULOS LTDA.;01.512.027/0001-26;CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO ESPECIALIZADO COM VEÍCULO DE TRANSPORTE DE CARGAS - TIPO D-1 - TIPO VAN OU MINIVAN, COM 01(UM) MOTORISTA, PARA TRANSPORTE DE GÊNEROS ALIMENTÍCIOS.;126.157,50;PREGÃO EXTRATO DE CONTRATO;;2/10/2006;30;037/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;LOCCAR LOCADORA DE VEÍCULOS LTDA.;01.512.027/0001-26;CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO ESPECIALIZADO COM VEÍCULO DE TRANSPORTE DE CARGAS - TIPO D-1 - TIPO VAN OU MINIVAN, COM 01(UM) MOTORISTA, PARA TRANSPORTE DE GÊNEROS ALIMENTÍCIOS.;114.142,50;PREGÃO EXTRATO DE CONTRATO;;1/11/2006;30;037/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;FUNDAÇÃO DO DESENVOLVIMENTO ADMINISTRATIVO - FUNDA;47.903.570/0001-55;CURSO DE FORMAÇÃO EM COMPRAS E GESTÃO DE CONTRATOS PARA A PMSP;1.089.204,00;DISPENSA EXTRATO DE CONTRATO;;20/6/2006;540;2006-0.115.467-0;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;O.O. LIMA EMPRESA LIMPADORA LTDA;49.953.581/0001-75;PRESTAÇÃO DE SERVIÇOS DE DESINSETIZAÇÃO E DESRATIZAÇÃO NAS DEPENDÊNCIAS DO DEPARTAMENTO DE MERENDA ESCOLAR - DME DA SECRETARIA MUNICIPAL DE GESTÃO/SMG;12.000,00;PREGÃO EXTRATO DE CONTRATO;;11/7/2006;360;045/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;FUNDAÇÃO INSTITUTO DE PESQUISAS ECONÔMICAS - FIPE;43.942.358/0001-46;Prestação de serviços de assessoria de apoio técnico especializado para o desenvolvimento e implementação de ação no âmbito do PROGRAMA DE MODERNIZAÇÃO DOS MÉTODOS E PRÁTICAS DE GESTÃO;867.107,35;DISPENSA EXTRATO DE CONTRATO;;30/5/2006;360;2006-0.138.659-7;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;SISGRAPH LTDA;54.512.587/0001-47;Contratação de Empresa ou consórcio de empresas especializada(o)(s) em soluções de Geoprocessamento (GEO), e Gerenciamento Eletrônico de Documentos (GED) para o fornecimento de componentes de software e Consultoria especializada nos softwares GEO/GED, bem como os serviços de apoio e suporte necessários.;700.000,00;PREGÃO EXTRATO DE CONTRATO;;23/6/2006;720;054/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;IMPRENSA OFICIAL DO ESTADO S/A  ? IMESP;48.066.047/0001-84;CONTRATAÇÃO DOS SERVIÇOS NECESSÁRIOS À PUBLICAÇÃO E IMPRESSÃO GRÁFICA DO JORNAL "DIÁRIO OFICIAL DA CIDADE DE SÃO PAULO";4.123.200,00;DISPENSA EXTRATO DE CONTRATO;;9/6/2006;360;2006-0.131.703-0;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;KIMENZ EQUIPAMENTOS LTDA;72.791.445/0001-48;Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva, com assistência técnica, de equipamentos médicos.;13.020,00;PREGÃO EXTRATO DE CONTRATO;;12/7/2006;360;052/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;CNC - CENTRO NACIONAL DE CÓPIAS LTDA.;01.307.379/0001-40;CONTRATAÇÃO DE EMPRESA DIGITALIZAÇÃO E ASSEMELHADOS, A FIM DE QUE SEJA DIGITALIZADO TODO O ACERVO DE PLANTAS, CROQUIS, FICHAS, PASTAS E LIVROS COM DOCUMENTOS LEGAIS PERTENCENTES AO PATRIMÔNIO IMOBILIÁRIO DO MUNICÍPIO DE SÃO PAULO;1.047.004,50;PREGÃO EXTRATO DE CONTRATO;;24/7/2006;180;063/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;LOCCAR LOCADORA DE VEÍCULOS LTDA.;01.512.027/0001-26;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇO DE TRANSPORTE COM VEÍCULOS INCLUINDO MOTORISTA E COMBUSTÍVEL, PARA ATENDIMENTO DAS NECESSIDADES DAS UNIDADES E GABINETE DA SECRETARIA MUNICIPAL DE GESTÃO - SMG;1.709.569,44;PREGÃO EXTRATO DE CONTRATO;;8/8/2006;720;048/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;MULTICOM TELECOMUNICAÇÕES LTDA.;00.706.803/0001-66;Contratação direta da empresa Multicom Telecomunicações Ltda., CNPJ nº 00.706.803/0001-66 objetivando o serviço de conserto e manutenção preventiva e corretiva de uma central telefônica Marca/Modelo Alcatel 4100 e sua rede ? a qual é composta de 08 (oito) troncos e 24 (vinte e quatro) ramais.;3.200,00;DISPENSA EXTRATO DE CONTRATO;;29/8/2006;30;2006-0.139.341-0;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;PRODAM S/A;43.076.702/0001-61;Prestação de serviços de informática para desenvolvimento de sistema customizado;912.798,04;DISPENSA EXTRATO DE CONTRATO;;7/10/2006;360;2006.0.194.097-7;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;FUJITSU DO BRASIL LTDA.;43.456.599/0001-85;FORNECIMENTO DE ALIMENTOS IN NATURA COM A RESPECTIVA SOLUÇÃO LOGÍSTICA PARA ENTREGA NAS UNIDADES ATENDIDAS PELO DEPARTAMENTO DE MERENDA ESCOLAR;480.000,00;PREGÃO EXTRATO DE CONTRATO;;7/12/2006;720;070/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;CEAZZA DISTRIBUIDORA DE FRUTAS, VERDURAS E LEGUMES;65.941.775/0001-07;FORNECIMENTO DE ALIMENTOS IN NATURA COM A RESPECTIVA SOLUÇÃO LOGÍSTICA PARA ENTREGA NAS UNIDADES ATENDIDAS PELO DEPARTAMENTO DE MERENDA ESCOLAR;73.741.418,90;PREGÃO EXTRATO DE CONTRATO;;14/11/2006;900;070/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;SUPORTE SERVIÇOS DE SEGURANÇA LTDA;67.803.726/0001-33;Contratação de Serviços de Vigilância e Segurança Patrimonial e Prestação de Serviços de Vigilância Eletrônica;2.189.999,04;PREGÃO EXTRATO DE CONTRATO;;29/11/2006;360;068/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;COPARTS COMERCIAL DE PEÇAS E SERVIÇOS LTDA;53.355.574/0001-49;Prestação de Serviços de Locação de empilhadeira com operador habilitado.;30.418,26;PREGÃO EXTRATO DE CONTRATO;;30/11/2006;90;074/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;CANON DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.;46.266.771/0001-26;Prestação de serviços de locação de 15 (quinze) equipamentos reprográficos digitais novos, com fornecimento de todos os materiais necessários de consumo e limpeza, exceto papéis;307.200,00;PREGÃO EXTRATO DE CONTRATO;;30/10/2006;720;080/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;KONSERV SISTEMA DE SERVIÇOS LTDA.;03.803.992/0001-83;Contratação de empresa especializada em prestação de serviço de limpeza, asseio e conservação predial;495.156,00;PREGÃO EXTRATO DE CONTRATO;;21/12/2006;360;084/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;R&A COMÉRCIO DE EQUIPAMENTOS TELEFÔNICOS LTDA.;54.561.071/0001-92;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE AMPLIAÇÃO DO SISTEMA PABX MARCA ERICSSON - MODELO MD 110, VERSÃO BC7.2;23.250,00;PREGÃO EXTRATO DE CONTRATO;;11/12/2006;720;077/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;EMPREITEC CONSTRUÇÕES ELÉTRICAS LTDA;33.534.793/0001-88;PRESTAÇÃO DE SERVIÇOS DE ELÉTRICA PARA CABINE PRIMÁRIA COM FORNECIMENTO DE MATERIAIS;57.000,00;PREGÃO EXTRATO DE CONTRATO;;19/10/2006;180;072/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;TELECOMUNICAÇÕES DE SÃO PAULO S/A - TELESP;02.558.157/0001-62;PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC) - LOCAL, CONDIÇÕES DE ACESSO E FRUIÇÃO DOS SERVIÇOS DE UTILIDADE PÚBLICA COM A UTILIZAÇÃO DO NÚMERO 156, NO SISTEMA DE TARIFAÇÃO REVERSA (NO DESTINO), PARA AS CHAMADAS ORIGINADAS NOS TERMINAIS FIXOS, TELEFONES PÚBLICOS E TERMINAIS MÓVEIS (CELULARES).;5.243.037,72;PREGÃO EXTRATO DE CONTRATO;;29/11/2006;720;088/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;PERSIANAS LUZ E COR E ARTEFATOS LTDA.;02.571.101/0001-48;CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO EM PERSIANAS.;37.200,00;PREGÃO EXTRATO DE CONTRATO;;11/12/2006;360;096/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;ELEVADORES VILLARTA LTDA.;54.222.401/0001-15;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE 01 (UM) ELEVADOR MONTA-CARGAS DA MARCA ZENIT;3.960,00;PREGÃO EXTRATO DE CONTRATO;;21/12/2006;360;101/2006;
PLANEJAMENTO, ORÇAMENTO E GESTÃO;FUJITSU DO BRASIL LTDA;43.456.599/0001-85;Aquisição por exclusividade de componentes para atualização tecnológica dos equipamentos: Servidor Risc-Fujitsu PW1500 (processadores) e  Storage-Fujitsu ETERNUS 6000 (discos),;480.000,00;INEXIGIBILIDADE EXTRATO DE CONTRATO;;7/12/2006;720;2006-0.273.619-2;
COORDENAÇÃO DAS SUBPREFEITURAS;GOMAQ MÁQUINAS PARA ESCRITÓRIO LTDA.;61.457.941/0001-43;I ? OBJETO 	Locação de 05 (cinco) equipamentos reprográficos com prestação de serviços especializados, observadas as especificações técnicas contidas no Anexo I deste edital.;55.200,00;PREGÃO EXTRATO DE CONTRATO;;24/2/2006;360;003/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;Demax Serviços e Serviços Ltda.;48.096.044/0001-93;OBJETO: REGISTRO DE PREÇOS, POR ITENS, PARA PRESTAÇÃO DE SERVIÇOS DE RETIRADA DE PUBLICIDADE IRREGULAR COM A UTILIZAÇÃO DE EQUIPAMENTOS MANUAIS, MECÂNICOS E/OU HIDRÁULICOS, POR MEIO DE EQUIPES.;101.660,00;PREGÃO EXTRATO DE CONTRATO;;16/8/2006;60;09/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;Plena Terceirização de Serviços Ltda.;71.655.120/0001-75;OBJETO: REGISTRO DE PREÇOS, POR ITENS, PARA PRESTAÇÃO DE SERVIÇOS DE RETIRADA DE PUBLICIDADE IRREGULAR COM A UTILIZAÇÃO DE EQUIPAMENTOS MANUAIS, MECÂNICOS E/OU HIDRÁULICOS, POR MEIO DE EQUIPES.;107.400,00;PREGÃO EXTRATO DE CONTRATO;;16/8/2006;60;09/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;Plena Terceirização de Serviços Ltda.;71.655.120/0001-75;OBJETO: REGISTRO DE PREÇOS, POR ITENS, PARA PRESTAÇÃO DE SERVIÇOS DE RETIRADA DE PUBLICIDADE IRREGULAR COM A UTILIZAÇÃO DE EQUIPAMENTOS MANUAIS, MECÂNICOS E/OU HIDRÁULICOS, POR MEIO DE EQUIPES.;107.400,00;PREGÃO EXTRATO DE CONTRATO;;29/11/2006;60;09/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;Demax Serviços e Serviços Ltda.;48.096.044/0001-93;OBJETO: REGISTRO DE PREÇOS, POR ITENS, PARA PRESTAÇÃO DE SERVIÇOS DE RETIRADA DE PUBLICIDADE IRREGULAR COM A UTILIZAÇÃO DE EQUIPAMENTOS MANUAIS, MECÂNICOS E/OU HIDRÁULICOS, POR MEIO DE EQUIPES.;158.660,00;PREGÃO EXTRATO DE CONTRATO;;28/11/2006;60;09/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;CONSEVEL LOCADORA DE VEÍCULOS E SERV. LTDA;65.454.423/0001-27;Constitui objeto desta licitação a LOCAÇÃO DE VEÍCULOS, COM COMBUSTÍVEL E MOTORISTA;448.800,00;PREGÃO EXTRATO DE CONTRATO;;1/9/2006;90;12/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;COOPERSEMO-COOPERATIVA DE SERVIÇOS MULTIPLOS;03.188.264/0001-09;Constitui objeto desta licitação a LOCAÇÃO DE VEÍCULOS, COM COMBUSTÍVEL E MOTORISTA;366.432,00;PREGÃO EXTRATO DE CONTRATO;;25/8/2006;90;12/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;CRYSTAL CLEAR DA POLUIÇÃO DO AR DE INTERIORES LTDA;03.541.616/0001-68;I ? OBJETO 1.1.	Contratação de prestação de serviços de manutenção corretiva, com inclusão de peças em diversos aparelhos de ar-condicionado instalados na sede da Secretaria Municipal de Coordenação das Subprefeituras, observadas as especificações técnicas contidas no Anexo I deste Edital. 1.2.	Será realizada vistoria dos aparelhos de ar condicionado, cujo agendamento deverá ser feito junto à Unidade de Comunicação ? UNICOM, localizada na Rua Libero Badaró, 425, 31º andar, telefone 3101-5050, ramal 234, quando será fornecido o respectivo comprovante de vistoria. O agendamento será realizado até, no máximo, o 5º (quinto) dia útil que antecede a realização da sessão pública deste pregão, ou seja, dia 20 de setembro de 2006.;24.000,00;PREGÃO EXTRATO DE CONTRATO;;8/11/2006;360;016/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;COOPERSEMO-COOPERATIVA DE SERVIÇOS MULTIPLOS;03.188.264/0001-09;Contratação de empresa especializada para prestação de serviço de transporte com veículos, com motorista e combustível, de quilometragem livre, com as características aqui elencadas e com as especificações descritas no Anexo II.;192.500,00;PREGÃO EXTRATO DE CONTRATO;;24/11/2006;360;020/SMSP/COGEL/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;AD. V PADOK COMÉRCIO LTDA - EPP;07.108.626/0001-65;Aquisição de gaiolas;123.000,00;PREGÃO EXTRATO DE CONTRATO;;24/11/2006;10;008/SMSP/SPUA/2006;
COORDENAÇÃO DAS SUBPREFEITURAS;ETEC-EMPREEND.TÉC.ENGªOM. LTDA.;00.505.321/0001-48;Locação de uma fresadora de asfalto;57.600,00;PREGÃO EXTRATO DE CONTRATO;;6/12/2006;90;009/SMSP/SPUA/2006;
SUBPREFEITURA: CIDADE ADEMAR;ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÕES LTDA;66.748.955/0001-30;Execução de serviços de contenção de encostas e margens do córrego, Ribeirão Morro Grande, com muro em gabião e recuperação do sistema de drenagem superficial, Rua Antonio Bispo de Souza, trecho em frente a Rua José Fernandes ? Jardim Vilas Boas   ? SP/AD.;127.371,62;CONVITE EXTRATO DE CONTRATO;;22/11/2006;60;04/2006;
SUBPREFEITURA: CIDADE ADEMAR;ERA TÉCNICA ENGENHARIA , CONSTRS E SERVS. LTDA;65.035.222/0001-95;Execução de serviços de reforma com substituição  do galpão  de aproximadamente 200m²,  implantação de vestiários masculino e feminino, copa/cozinha, lavanderia e clinica veterinária na Zoonose  ? SP/AD.;141.391,01;CONVITE EXTRATO DE CONTRATO;;31/8/2006;60;10/2006;
SUBPREFEITURA: CIDADE ADEMAR;LOGIC ENGENHARIA E CONSTRUÇÃO LTDA;73.188.336/0001-01;execução de obras de contenção de encosta em área de risco mapeada pelo IPT como Área 12 Av. Alda /Estrada da Saúde ? Setor 1 e 2 ? MATA VIRGEM -  SP/AD, de acordo com as disposições do Edital.;354.958,31;TOMADA DE PREÇOS EXTRATO DE CONTRATO;;25/9/2006;60;02/2006;
SUBPREFEITURA: CIDADE ADEMAR;IND.COM.CIMENTO EMERECI LTDA-EPP;02.371.799/0001-58;Aquisição de 600 peças de laje de concreto armado para boca de lobo, conforme especificações constante do Anexo I  deste Edital.;30.798,00;PREGÃO EXTRATO DE CONTRATO;;28/8/2006;120;04/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA COCAIS LTDA;49.463.805/0001-60;Execução de serviços e obras para construção de três salas de aulas na EMEI Raul Joviano do Amaral situado à Rua Valentino do Fioravante Nº 128 - JD. GUACURI ? Coordenadoria de Educação de Santo Amaro ? SP/AD;149.807,89;CONVITE EXTRATO DE CONTRATO;;24/10/2006;60;22/2006;
SUBPREFEITURA: CIDADE ADEMAR;ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÕES LTDA;66.748.955/0001-30;Contratação de empresa para execução de obras de contenção de encostas em área de risco, Área Mapeada pelo IPT em 2003, como área 1, setor 01, Avenida Santo Afonso I ?  Rua Margarita Álvares - Americanopolis - SP/AD.;149.650,33;CONVITE EXTRATO DE CONTRATO;;9/10/2006;60;24/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA COCAIS LTDA;49.463.805/0001-60;Assunto: Execução de serviços e obras para construção de três salas de aulas na EMEF Profº Antonio Sampaio Dória  situado à Praça Tito Pacheco Nº 07 - JD. MIRIAM ? Coordenadoria de Educação de Santo Amaro ? SP/AD;135.809,87;CONVITE EXTRATO DE CONTRATO;;29/9/2006;60;25/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA PROGREDIOR LTDA;56.838.949/0001-10;Execução de serviços de conservação e reforma da EMEF Almirante Sylvio Heck - situado à Rua Pedro Nogueira Pazes nº 199 - JD. ITAPURA ? Coordenadoria de Educação de Santo Amaro ? SP/AD.;64.742,19;CONVITE EXTRATO DE CONTRATO;;11/10/2006;60;21/2006;
SUBPREFEITURA: CIDADE ADEMAR;L ANNUNZIATA & CIA LTDA;44.147.981/0001-70;Contratação de empresa de engenharia para execução de reforma e adequação da UBS PARQUE DOROTÉIA;144.760,82;CONVITE EXTRATO DE CONTRATO;;23/10/2006;60;26/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA COCAIS LTDA;49.463.805/0001-60;Execução de Obras de Ampliação do CEI Luís Oliveira Duarte - situado à Rua Dr. Abelardo Vergueiro César nº 370 ? Vila Alexandria -  Coordenadoria de Educação de Santo Amaro ? SP/AD.;68.837,17;CONVITE EXTRATO DE CONTRATO;;22/11/2006;60;27/2006;
SUBPREFEITURA: CIDADE ADEMAR;TÉCNOCOMERCIAL ENGEX LTDA;04.207.607/0001-06;objetivando a Contratação de empresa para adequação da casa , situada na Rua Sebastião Andrade Bonani nº 340 ? Jd. Prudência, para atendimento a Idosos ? URSI.;86.407,94;CONVITE EXTRATO DE CONTRATO;;24/11/2006;60;28/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA COCAIS LTDA;02.607.815/0001-69;Execução de Obras de Ampliação do CEI Vereador Rubens Granja -  Coordenadoria de Educação de Santo Amaro ? SP/AD.;115.395,33;CONVITE EXTRATO DE CONTRATO;;4/12/2006;60;29/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSEVEL LOCADORA DE VEICULOS E SERVIÇOS LTDA;65.454.423/0001-27;Contratação de empresa especializada em prestação de serviços de transporte(locação de veículos).;52.926,72;PREGÃO EXTRATO DE CONTRATO;;1/12/2006;360;05/2006;
SUBPREFEITURA: CIDADE ADEMAR;CONSTRUTORA COCAIS LTDA;49.463.805/0001-60;Execução de Obras de Ampliação do CEI Miguel Frachini Neto -  Coordenadoria de Educação de Santo Amaro ? SP/AD.;147.410,35;CONVITE EXTRATO DE CONTRATO;;22/12/2006;60;30/2006;
COMPANHIA DE ENGENHARIA DE TRAFEGO;SCHNELL INDÚSTRIA E COMÉRCIO LTDA;55.740.997/0001-08;FORNECIMENTO DE 515 PARES DE LUVA DE NAPA VACUN, COM ELÁSTICO NA PALMA, PARA PROTEÇÃO DAS MÃOS E PUNHOS;17.510,00;PREGÃO EXTRATO DE CONTRATO;;21/2/2006;90;68/2005;
SUBPREFEITURA: MOOCA;FORPLAN COMERCIAL E CONSTRUTORA LTDA;51.490.092/0001-76;Contratação de empresa especializada para a execução de serviços de manutenção predial na Unidade Básica de Saúde ? UBS ? Vila Bertioga, de acordo com o memorial descritivo.;48.173,88;CONVITE EXTRATO DE CONTRATO;;10/2/2006;60;011/2005;
SUBPREFEITURA: GUAIANASES;GUIMA CONSECO -CONSTRUÇÃO, SERVIÇOS E COMÉRCIO LTD;59.519.603/0001-47;PREST. SERV. GERAIS DE LIMPEZA E CONSERVAÇÃO DE AMBIENTES, COM FORNECIMENTO DE MAO DE OBRA, MATERIAIS DE CONSUMO, UTENSÍLIOS , MÁQUINAS E EQUIPAMENTOS;68.320,92;PREGÃO EXTRATO DE CONTRATO;;14/6/2006;360;003/SP.G/2006;
SUBPREFEITURA: GUAIANASES;IVONE APARECIDA MARIANO SEPULVEDA E OUTROS;270.207.888-58;Locação de Imóvel.;28.800,00;DISPENSA EXTRATO DE CONTRATO;;25/8/2006;1080;149/SP.G/06;
SUBPREFEITURA: GUAIANASES;CONSTRUTORA ROY LTDA;43.898.972/0001-58;ADEQUAÇÃO DE PASSEIOS PÚBLICOS AO DECRETO 45.904, DE 19 DE MAIO DE 2005 - CALÇADAS ESCOLHIDAS EM VIAS ESTRUTURAIS;144.936,16;CONVITE EXTRATO DE CONTRATO;;17/8/2006;60;001/SP-G/2006;
SUBPREFEITURA: GUAIANASES;TECNOCOMERCIAL ENGEX LTDA.;04.207.607/0001-06;Execução de serviços de manutenção predial - CEI Vicente Mateus, sito a Rua Comandante Carlos Ruhl, 177, Vila Princesa Isabel, na região administrativa da Subprefeitura Guaianases.;144.141,71;CONVITE EXTRATO DE CONTRATO;;12/9/2006;45;002/SP-G/2006;
SUBPREFEITURA: GUAIANASES;AMAZÔNIA AMBIENTAL MANUT E CONSER. DE PAISAGISMO E;00.935.969/0001-54;Construção de Rampas de acessibilidade para pessoas com deficiência e mobilidade reduzida, em diversos logradouros da Subprefeitura Guaianases.;37.422,14;CONVITE EXTRATO DE CONTRATO;;13/9/2006;60;003/SP-G/2006;
SUBPREFEITURA: GUAIANASES;TRANS-PEDRA CONSTRUTORA E PAVIMENTADORA LTDA;53.199.360/0001-20;RECUPERAÇÃO DE MARGEM DE CÓRREGO COM A EXECUÇÃO DE MURO DE ALVENARIA EM PEDRA ARGAMASSADA - RUA BAIA DA GUANABARA X RUA VEREDA ALFA E CÓRREGO ITAQUERA X RUA VEREDA ALFA.;128.343,38;CONVITE EXTRATO DE CONTRATO;;1/11/2006;45;004/SP-G/2006;
SUBPREFEITURA: GUAIANASES;ÉPURA ENGENHARIA E CONSTRUÇÕES LTDA.;47.627.898/0001-96;EXEC. DE SERVIÇOS DE RECUPERAÇÃO DE MARGEM DE CÓRREGO COM A EXECUÇÃO DE MURO DE ALVENARIA EM PEDRA ARGAMASSADA - RUA GONÇALVES CASTELÃO;145.229,18;CONVITE EXTRATO DE CONTRATO;;1/11/2006;45;005/SP.G/2006;
SUBPREFEITURA: GUAIANASES;TRANS-PEDRA CONSTRUTORA E PAVIMENTADORA LTDA;53.199.360/0001-20;RECUPERAÇÃO DE MARGEM DE CÓRREGO COM A EXECUÇÃO DE MURO DE ALVENARIA EM PEDRA ARGAMASSADA - RUA CODORNA.;108.896,66;CONVITE EXTRATO DE CONTRATO;;1/11/2006;45;006/SP-G/2006;
SUBPREFEITURA: GUAIANASES;TARUMÃ ENGENHARIA LTDA;61.505.129/0001-46;PROGRAMA DE SUBSTITUIÇÃO DE SALAS METÁLICAS E MANUTENÇÃO DE ESCOLAS PELA SMSP/SUB´S - EMEI ANTONIO PEREIRA LIMA.;144.068,11;CONVITE EXTRATO DE CONTRATO;;16/11/2006;30;007/SP-G/2006;
SUBPREFEITURA: GUAIANASES;EMATEC ENGENHARIA E SISTEMAS DE MANUTENÇÃO LTDA;59.072.421/0001-70;PROGRAMA DE SUBSTITUIÇÃO DE SALAS METÁLICAS E MANUTENÇÃO DE ESCOLAS PELA SMSP/SUB´s - EMEI PAULO CAMILIER FLORENÇANO.;144.078,74;CONVITE EXTRATO DE CONTRATO;;21/11/2006;30;008/SP-G/2006;
SUBPREFEITURA: GUAIANASES;CONSTRUMEDICI ENGENHARIA E COMÉRCIO LTDA;46.044.392/0001-91;PROGRAMA DE SUBSTITUIÇÃO DE SALAS METÁLICAS E MANUTENÇÃO DE ESCOLAS PELA SMSP/SUB´s - EMEI HELENA LOPES SANTANA DA SILVA;141.290,76;CONVITE EXTRATO DE CONTRATO;;16/11/2006;30;009/SP-G/2006;
SUBPREFEITURA: GUAIANASES;ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÕES LTDA;66.748.955/0001-30;PROGRAMA DE SUBSTITUIÇÃO DE SALAS METÁLICAS E MANUTENÇÃO DE ESCOLAS PELA SMSP/SUB´s - EMEI MAGDALENA TAGLIAFERRO.;143.364,40;CONVITE EXTRATO DE CONTRATO;;16/11/2006;30;010/SP-G/2006;
SUBPREFEITURA: GUAIANASES;LOGIC ENGENHARIA E CONSTRUÇÃO LTDA;73.188.336/0001-01;PROGRAMA DE SUBSTITUIÇÃO DE SALAS METÁLICAS E MANUTENÇÃO DE ESCOLAS PELA SMSP/SUB´s - EMEF PROFª IDÊMIA DE GODOY.;141.076,67;CONVITE EXTRATO DE CONTRATO;;17/11/2006;30;011/SP-G/2006;
